,user name,tweet
183,sam,"RT @leafcals: tw bodycheck (old)
#thinspo #proana #notprojustforreach #anorexia #bulimia #ana #edtwt #eatingdisorder

i miss :((( https://t…"
184,sam,RT @minsthinspo: tags: #thinspo #armspo #legso #edtwt #proana https://t.co/zkMfPTDRZ2
185,✎𝔹𝕦𝕟𝕟𝕪🧸,"I haven't binged since new year and I haven't lost my motivation to keep restricting, very proud🤍 how is #edtwt doing three days into the new year?🤍🧸

#ed #proana #thinspo #sweetspo #meanspo #bonespo https://t.co/fvDEqPGFCD"
186,emily,"RT @OmegaBabyBun: I'm making a #proana gc for only meanspo where we're all harsh to each other, no sympathy retweet or comment if you want…"
187,𝔪𝔢𝔩 🖤,literally someone help me i’m disgusting #edtwt #proana
188,jabbbsjakab,"RT @_Persevira_: Some proana tips:
Skip breakfast drink coffee or tea instead.
Drink a gallon of water everyday.
Eat once a day or, Set a c…"
189,jabbbsjakab,"RT @ProAnaThinblog: ""An apple a day keeps the d̶o̶c̶t̶o̶r̶ fat away"" (just only eat the apple)

[PRO ANA TIPS TREAD WITH THINSPO]

#thinspo…"
190,wannab skinny,Guys my dad brought home cheetos and I ate like half the bag 😭imma go to the gym #edtwt #anatwt #ana #proana #thinspo
191,jabbbsjakab,RT @ariaedwardss: MY BEST TIPS #proana #anorexia #anorexianervosa #promia #bulemia #proanatips #promiatips #thinspo #thinspiration #fasting…
192,The Slimming Academy,"RT @charasedtwt: ♡Random diets i have saved on my phone
-
-
#proana #diets #diet #anadiet #weightloss #proed #edtips #ana #ed https://t.co/…"
193,L~ edtwt//shtwt,"What if i just fast until i cant no more. Then fast 2xs a week for the rest of the year 
#edtwt #anatwt #proana #proanatwt #ricecaketwt"
194,#2023,RT @hungrydonteat: 🏷for reach: #thinspo #proana #edtwt #proanatwt #fatspo #skinny #ana #promia #ednos
195,chara♀️,"♡Random diets i have saved on my phone
-
-
#proana #diets #diet #anadiet #weightloss #proed #edtips #ana #ed https://t.co/IgJwKbsKlN"
196,Tephs lialoveu,RT @strwbryshrtc4k3: it’ll all b worth it when i’m able to bend down like this without my skin folding. #weightloss #edtwt #body #skinny #p…
197,ೃ⁀➷ xen | edtwt⋆.ೃ࿔*:･,RT @goremachines: this belt is so cool #thinspo #thighgap #skinny #proana #meanspo #edtwt #bonespo #ana https://t.co/TxLAbDINAK
198,twiggy//edtwt,"RT @relixeaa: a thinspo thread ⋆˚｡⋆୨୧˚

༺ ↻ or ♡ ༻

reach: #ED #edtwt #thinspo #thinsp0 #bonesp0 #thighsp0 #meansp0 #sweetsp0 #proana #twed…"
199,🖤Hades🖤,"RT @1IM4YI1: short #malespo thread ☁️♥︎
-&gt; tags : #edtwt #proana #thinspo #thinsp0 #ricecaketwt 🦋 retweet please :) https://t.co/XCjfZ7ZtPy"
200,L,RT @goremachines: we love to see some men thinspo #thinspo #thighgap #skinny #proana #meanspo #edtwt #bonespo #ana https://t.co/hcvKPV96GU
201,Vi,"Bored waiting for a package. What are some of your excuses to your family for not eating? I'm running out. ˚‧º·(˚ ˃̣̣̥⌓˂̣̣̥ )‧º·˚

#edtwt #edtwitter #thinspo #bonespo #skinny #proana https://t.co/w6NUEEI0Wm"
202,heroin chic,ugh thinspo #edtwt #ed #thinspo #ana #diet #proana https://t.co/FRTSx7e67v
203,anathin,"RT @LOATHINGENVY: TW//ana
-
-
-
-
-
-
- 

I really need a very toxic coach. Please help me with this because I'm losing control. Please dm.…"
204,Roxy,RT @Kirbyiscool4: Bruh when ever I eat normally I feel so fat #anatwt #edtwt #fatspo #proana #ricecaketwt #twed
205,ランダム,"Go fuck yourself 
#proana https://t.co/KkBhHoo28B"
206,sick pup♡,RT @goremachines: somebody buy me these pjssssss #thinspo #thighgap #skinny #proana #meanspo #edtwt #bonespo #ana https://t.co/BPGnGPw6TO
207,core.sart,Anyways everyone go cancel this bitch for being pro Ana😻😻😻 #proana  #ed https://t.co/Z1Fn26yxI8
208,spencer • edtwt 🧸,"deciding to do a thread to track the calories i’ve consumed this week following last weeks binge days :/

#edtwt #proana #fasting #meanspo"
209,PRO MIA/ PRO ANA,i’m going to try and eat 2 egg whites a day and 1 celery stick with water or diet coke for 2 weeks and purge everytime i eat and burn the cals!!   #proana #bulmia #purginged #eatingdisorder #anamia
210,lavender,"RT @skinnih0e: 🍯 #thinspo 🍯
how do some girls manage to be skinny AND have boobs?
excuse me, bcos i lost weight i lost my butt &amp; boobs, it…"
211,bug,RT @goremachines: how was your christmas? (if you celebrate it) #thinspo #thighgap #skinny #proana #meanspo #edtwt #bonespo #ana https://t.…
212,spencer • edtwt 🧸,"hi, i’m spencer. i use he/they pronouns.
not really new to edtwt bc i’ve been stalking on my main.

probs just going to be posting thinspo, n what I eat in a day threads to keep track, so yeah.

✌️

#edtwt #proana #omad #thinspo #meanspo #sweetspo"
213,JaqStruggles,What can I eat at lunch (in school) that will be enough to make it look like I don't have an ed but not enough to add on too much? I was thinking of maybe a no crust egg sandwich type deal? And maybe a gum and some water? #proana #edtwtdiet
214,Ppoooop,"RT @pokicals: he’s doing gods work 😩😩
#EDtwt #ed #bonespo #lowcal #restricting #diet #thinsp0 #thinspothread #proana #ana #meanspo #sweetsp…"
215,Rey,Th1nsp0 #proana #thinspo #th1nsp0 https://t.co/Apq89iCNa4
216,Amanda Yasir,RT @thinspo_tips: anyone want to be in a proana gc where we are all toxic to each other about their high weight and how much they eat. like…
217,°·𝐭𝐚𝐲𝐥𝐨𝐫·°,RT @goremachines: this belt is so cool #thinspo #thighgap #skinny #proana #meanspo #edtwt #bonespo #ana https://t.co/TxLAbDINAK
218,b🎪,RT @goremachines: somebody buy me these pjssssss #thinspo #thighgap #skinny #proana #meanspo #edtwt #bonespo #ana https://t.co/BPGnGPw6TO
219,nyx // edtwt,"RT @blue10431614: What I do instead of eating 🤍

•watch movies
•take walks, trying to get 10 000 steps a day 🤍
•watch youtube
•draw or pain…"
220,kimtaetaebear,"RT @SKlNNYDlOR: tips for fasting — an important thread! (plus 20 things to do while fasting)

#edtwt #proana 🕊✨ https://t.co/aEFxKUAGwP"
221,༺𖤐Bat𖤐༻,RT @goremachines: somebody buy me these pjssssss #thinspo #thighgap #skinny #proana #meanspo #edtwt #bonespo #ana https://t.co/BPGnGPw6TO
222,༺𖤐Bat𖤐༻,RT @r4v3nsth1nsp0: NOT MY PICS} but huge thinspo 4 me #proana #probulimia #thinspo #deathspo #aesthetic #skinny #bonespo #anorexia #bulimia…
223,Cherry🍒🦂,RT @goremachines: this belt is so cool #thinspo #thighgap #skinny #proana #meanspo #edtwt #bonespo #ana https://t.co/TxLAbDINAK
224,Lilli,RT @c0urtneyl0v: want this? stop eating then lol  #edtwt #proana https://t.co/m32O3Cp3VG
225,･ﾟ 🎀 𝐸𝓂𝑒 🎀 ﾟ･,RT @goremachines: this belt is so cool #thinspo #thighgap #skinny #proana #meanspo #edtwt #bonespo #ana https://t.co/TxLAbDINAK
226,fleur °˖☆༻⊹★,RT @goremachines: this belt is so cool #thinspo #thighgap #skinny #proana #meanspo #edtwt #bonespo #ana https://t.co/TxLAbDINAK
227,fifi 💋🩰,"RT @HooverMaxxy: Something that fat people need to know is, the body positive movement isnt about being fat, its about thing you cant contr…"
228,mia 🎀,"RT @Lust4LifeGF: the things i’d do to have this body

//#edtwt #proana #thinspo https://t.co/gSOMbnzNHS"
229,☆luna♪♡ (fasting era🫀),RT @goremachines: this belt is so cool #thinspo #thighgap #skinny #proana #meanspo #edtwt #bonespo #ana https://t.co/TxLAbDINAK
230,sofía klaus,"besties, i am officially 1 pound away from being 100😭 i’m gonna sob of happiness #edtwt #bonespo #thinspo #fatspo #proana"
231,🌙,"RT @SKlNNYDlOR: tips for fasting — an important thread! (plus 20 things to do while fasting)

#edtwt #proana 🕊✨ https://t.co/aEFxKUAGwP"
232,mariposaskins,"RT @pradask1nny: The progress tho…pics r 2 months apart 😮
#skinny #EDtwt #proana https://t.co/Xdu0UDIDmB"
233,weightlossjournal,"RT @anxiousblue666: Low cal snacks with portions and cal
#proana #proanatwt #edtwt #proedtwt #anorexia #anatips #lowcalsnacks #diet #tw 🫐🥬🥝…"
234,-ʕ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ•̫͡•ʕ•̫͡•ʔ•̫͡•ʕ•̫͡•ʕ•̫͡•ʔ_,"RT @____sanaa____: Sora choi, ugh such an INSPIRATION 👏👏👏 

For reach: #edtwt #proana #thinspo #thinspiration #sweetspo #meanspo #legspo ht…"
235,roz💀👠🍓🥤✨🤟,Xmas gum haul #proana #edtwt #mentos #extra #ana #backtoschool https://t.co/VnePvgtyup
236,SOS,RT @minsthinspo: tags: #thinspo #armspo #legso #edtwt #proana https://t.co/tOYhWDy2ZB
237,Peaxh3s,"EXTRA: 
There’s more to it but those are the basics for my body i know many would point out other issues but for pt1 that’s all ✨😤🥢 
MANIFESTING GOALS FOR 2022

MANIFESTING GOALS FOR 2022

MANIFESTING GOALS FOR 2022

#edtwt #proana #sweetspo #thinspo #meanspo #promia #shtwt"
238,Trigger Happy Asshole,"Trainers be like ""losing half a pound in a week is still -26 pounds in a year! keep going!"" bitch i want to lose 50 lbs in 20 days what is it that you don't understand lmao  #proana #pr0Ana"
239,casper🌂 7/31 liquid fast ☆,"RT @fragilefangs: giant male thinspo thread (frequently updated)

I'll try to group together similar themes and add additional TWs when nee…"
240,em,RT @minsthinspo: tags: #thinspo #armspo #legso #edtwt #proana #bonespo https://t.co/V01HrNKMSN
241,Blair,RT @Kirbyiscool4: Bruh when ever I eat normally I feel so fat #anatwt #edtwt #fatspo #proana #ricecaketwt #twed
242,bitchly,RT @goremachines: seeing cool people while your dressed like a homeless person sucks 😫😫 #thinspo #thighgap #skinny #proana #meanspo #edtwt…
243,relapsingtobeskinny,RT @minsthinspo: tags: #thinspo #armspo #legso #edtwt #proana #bonespo https://t.co/fOWuxfqd4i
244,skinny_islife420,RT @CannibalSpiders: 🥱 please #proana #promia #edcoach #anacoach https://t.co/8QlrW8hPP7
245,sage 🪴,🏷for reach: #thinspo #proana #edtwt #proanatwt #fatspo #skinny #ana #promia #ednos
246,sage 🪴,"Current obsession thinspo pics (a small thread) &lt;3 
#thinspo #edtwt #proana #proanatwt #proed #miatwt #fatspo"
247,coco,i don’t mind my body lately #edtwt #proana https://t.co/zDIJZsXS9A
248,Dave/Lucretia,RT @goremachines: this belt is so cool #thinspo #thighgap #skinny #proana #meanspo #edtwt #bonespo #ana https://t.co/TxLAbDINAK
249,Glumiet,RT @minsthinspo: tags: #thinspo #armspo #legso #edtwt #proana #bonespo https://t.co/0594G6SzWk
250,using for after dark,RT @CannibalSpiders: 🥱 please #proana #promia #edcoach #anacoach https://t.co/8QlrW8hPP7
251,Ana Winter,Kate Moss is NOT huge because   guilty #proana
252,using for after dark,RT @minsthinspo: tags: #thinspo #armspo #legso #edtwt #proana #bonespo https://t.co/V01HrNKMSN
253,using for after dark,"RT @Lust4LifeGF: the things i’d do to have this body

//#edtwt #proana #thinspo https://t.co/gSOMbnzNHS"
254,𝚜𝚔𝚢𝚎,RT @goremachines: 2022 resolution: get skinny #thinspo #thighgap #skinny #proana #meanspo #edtwt #bonespo #ana https://t.co/Vm3itx7hzv
255,liz,2022 resolution: get skinny #thinspo #thighgap #skinny #proana #meanspo #edtwt #bonespo #ana https://t.co/Vm3itx7hzv
256,⍣ nene ✯,"RT @mecomo4mi: *ੈ✩‧₊˚ old cliche proana tumblr quotes ⋆.ೃ࿔*:･

[reach: #edtwt #EDtwt #anorexiatwt #edtwtthread #edtwtdiet #proanatwt #proan…"
257,P (They/Them) edtwt,RT @r4v3nsth1nsp0: NOT MY PICS} but huge thinspo 4 me #proana #probulimia #thinspo #deathspo #aesthetic #skinny #bonespo #anorexia #bulimia…
258,fatphobe,RT @E234Ro: Yes ma’am! #proana #proanorexia #ed #anamia https://t.co/NnbQLYlPS3
259,fatphobe,"RT @SkinnyDreams29: Not enough ethnic or “colored” #thinspo around, and these are so beautiful 😍

#thinspiration #proana #proanamia #promia…"
260,Jade Bloom 💖,I’m not skinny…….. yet but hey new year new possibilities #edtw #proana #looseweight #edtips https://t.co/gbSe3FHQDA
261,wannab skinny,Bruh when ever I eat normally I feel so fat #anatwt #edtwt #fatspo #proana #ricecaketwt #twed
262,𝙝𝙚𝙣𝙩𝙖𝙞 𝙥𝙧𝙞𝙣𝙘𝙚𝙨𝙨,RT @goremachines: how was your christmas? (if you celebrate it) #thinspo #thighgap #skinny #proana #meanspo #edtwt #bonespo #ana https://t.…
263,hungry rose,🏷’s for reach not pro #proana pr04na thinspo #meanspo sweetspo #fatphobia #fatphobic edtwt #blkedtwt ednos anorexic #bulimia skinny #thinspo
264,em,omg guys i lost 15kg just in january??? this is so easy i'm so happy 🕯 #edtwt #proana
265,em,i belive in mynetdiary supremacy #proana #edtwt #proanatwt
266,ً,tags: #thinspo #armspo #legso #edtwt #proana #bonespo https://t.co/V01HrNKMSN
267,reychel . . . 0/7,"RT @AR1SP0: bible meanspo 

————
tags for reach: #edtwt #proana #pr0ana #meanspo #meansp0 #fatspo #thinspo"
268,lovelybones,Taking time to myself because I deserve it for working so hard this year #edtwt #proana
269,Ollie,RT @minsthinspo: tags: #thinspo #armspo #legso #edtwt #proana https://t.co/zkMfPTDRZ2
270,bi 🌘,"RT @iwonabeskinny: ✨t h i n s p o✨  
#pro #proana #thinspo #bonespo #ribspo #legspo #hipspo #mia https://t.co/Hs9Q0FJZFo"
271,bi 🌘,"RT @SKlNNYDlOR: tips for fasting — an important thread! (plus 20 things to do while fasting)

#edtwt #proana 🕊✨ https://t.co/aEFxKUAGwP"
272,laura,RT @iwonabeskinny: here’s a thigh gap workout for all my guys and girls who have some thic legs #proana #proanaworkout https://t.co/8YqTrfN…
273,laura,"RT @SKlNNYDlOR: tips for fasting — an important thread! (plus 20 things to do while fasting)

#edtwt #proana 🕊✨ https://t.co/aEFxKUAGwP"
274,laura,"RT @iwonabeskinny: ✨t h i n s p o✨  
#pro #proana #thinspo #bonespo #ribspo #legspo #hipspo #mia https://t.co/Hs9Q0FJZFo"
275,misa,happy new year 💝 cheers to being skinny and envied *clink* 🥂 #edtwt #proana
276,｡ﾟ(ﾟ´Д｀ﾟ)ﾟ｡,"RT @hatinglifekgs: my favourite low cal snacks - a thread ✨

(i’ll update this later) 
#proana #proanatwt #edtwt #3dtwt #promia #ed #lowcal…"
277,cocaine,"RT @sickjunkie: ill never be good enough
#edtwt #thinspo #proana https://t.co/sBCueAk8VT"
278,Ashley Benadict,"RT @iwant2bskiny0: RT to be in a LGBTQA+ pro Ana group chat 🏳️‍🌈💕 

#thinspo #thinspiration #edtwitter #proana #thinsp0 #edtwt #proanatwt h…"
279,Julius.seizure,RT @goremachines: somebody buy me these pjssssss #thinspo #thighgap #skinny #proana #meanspo #edtwt #bonespo #ana https://t.co/BPGnGPw6TO
280,Ana Winter,People isn't water but i just hiding food #proana
281,Eri,RT @sushi_cals: Not being able to control yourself around food is so unattractive and unflattering. Every time you go to the fridge and hav…
282,Eri,RT @girlthorexia: my favorite diet. you could lose up to 20 pounds in a week &lt;3 (exercise for best results) #ed #proana #thinspo https://t.…
283,Eri,RT @shaggy9292: Y’all I did this diet and JSJSJDJFJF I lost 16 pound in 2 weeks I’m happy with the results but Ik I could do better #Edtwt…
284,Aliyah | shtwt | edtwt,"TW:ED 
I’ve been doing so bad restricting myself the past two days but I’m going to start eating one “meal” every three or four days now. #edtwt #proana #thinspo #ana #eatingdisorder"
285,Tiny,"RT @slut4bagelss: handspo

TW! tags for reach 🤍
#proana #pr0ana #promia #pr0mia #proanatwt #thinspo #meanspo #sweetspo #edtwt #ana #pocthin…"
286,starving for dr.choi,"RT @mecomo4mi: *ੈ✩‧₊˚ old cliche proana tumblr quotes ⋆.ೃ࿔*:･

[reach: #edtwt #EDtwt #anorexiatwt #edtwtthread #edtwtdiet #proanatwt #proan…"
287,Nonyah,RT @goremachines: this belt is so cool #thinspo #thighgap #skinny #proana #meanspo #edtwt #bonespo #ana https://t.co/TxLAbDINAK
288,Ana Winter,My throat are fat   i just the ABC diet #proana
289,Brianna Burke,"RT @bonestwhore: HEY, do you really wanna look like that???????? it’s so f*cking embarrassing  #proana #proanatwt #proanacoach #promia #mea…"
290,wannab skinny,｡*ﾟ✲*☆ Manifesting for everyone to reach their gw and sustain it in 2022(๑òᆺó๑)｡*ﾟ✲*☆#twed #proana #ricecaketwt #edtwt
291,ও,RT @N0_ca1z: literally #edtwt #proana https://t.co/QQ2WJdIy1N
292,n,"RT @neglectyou: however fat you think you are, remember there’s always a bitch fatter than you.
-
-
-
-
-
-
#sweetspo #edtwt #proana https:…"
293,n,"RT @neglectyou: here’s some of my fave thinspo lol
-
-
-
-
-
-
🏷: #thinspo #th1nspo #ana #proana #proanatwt #edtwt https://t.co/91qklfr9t1"
294,ren ✞,"RT @J0HNNYSWHORE: How I fast with strict bengali parents — 🍫

#edtwt #edtwtthread #proana #proanatwt #thinsp0 https://t.co/wPXDx1Ex0W"
295,felix,"RT @mecomo4mi: *ੈ✩‧₊˚ old cliche proana tumblr quotes ⋆.ೃ࿔*:･

[reach: #edtwt #EDtwt #anorexiatwt #edtwtthread #edtwtdiet #proanatwt #proan…"
296,La Fea Q Era Linda,RT @minsthinspo: tags: #thinspo #armspo #legso #edtwt #proana #bonespo https://t.co/fOWuxfqd4i
297,beatrix,"RT @theosloveforher: tips !! —from ur beloved theo &lt;3 
&lt;a messy thread bc idk wtf i’m doing ^^&gt; 
#proana #promia #anatips #edtwt 
tw: if u…"
298,Gwen,"RT @skinn1y: strict ED groupchat 
#edtwt #proana #meanspo #sweetspo #thinspo https://t.co/6aPbrQcLgb"
299,spiders,🥱 please #proana #promia #edcoach #anacoach https://t.co/8QlrW8hPP7
300,Yoshiko/ Yohane,Last meal tonight  I’m going on two week fast to start out the new year who wanna help me keep to it #Edtwt #proana #anacoach
301,✎𝔹𝕦𝕟𝕟𝕪🧸,"What I do instead of eating part 2🤍

•play scary games
•listen to scary stories while cleaning (very relaxing?)
•cuddle my bf
•decorate my room
•bring up toys from my childhood (nostalgia 🤍)
•practise lucid dreaming 
•doing fun photoshoots

#edtwt #ed #proana #thinspo https://t.co/s2h0XreByL"
302,whore 🤪,"I recently overdosed on paracetamol and had acute food poisoning :/ But I'm home and I'm fine &lt;3
But the weight showed 49 kg today 🥰
I'm happy 🥰
PS. Happy New Year &lt;3 
#edtwtdiet
#ed #diet #waniliowemleko #proed #proana #codeine"
303,Kira,"RT @AR1SP0: bible meanspo 

————
tags for reach: #edtwt #proana #pr0ana #meanspo #meansp0 #fatspo #thinspo"
304,Kira,"RT @blue10431614: What I do instead of eating 🤍

•watch movies
•take walks, trying to get 10 000 steps a day 🤍
•watch youtube
•draw or pain…"
305,✎𝔹𝕦𝕟𝕟𝕪🧸,"What I do instead of eating 🤍

•watch movies
•take walks, trying to get 10 000 steps a day 🤍
•watch youtube
•draw or paint
•thrift shopping! (Fav)
•shop for crystals 🪐🤍 

#thinspo #malespo #malethinspo #edtwt #ed #proana #fatspo #grossspo #meanspo #sweetspo"
306,angie !!,RT @goremachines: seeing cool people while your dressed like a homeless person sucks 😫😫 #thinspo #thighgap #skinny #proana #meanspo #edtwt…
307,Yoshiko/ Yohane,"I’m so fucking sorry for getting this big god fucking dam please give me some #meanspo or anything please I can’t keep living this big
#edtwt #proana https://t.co/TwxyqElyYf"
308,Ukiyo,RT @minsthinspo: tags: #thinspo #armspo #legso #edtwt #proana #bonespo https://t.co/pdL448jL6w
309,Ukiyo,"RT @SAYNO2CALS: the things i’d do to have this body

//#edtwt #proana #thinspo https://t.co/gSOMbnzNHS"
310,Ukiyo,"RT @jackkkk671: ♡ ·˚
TW❕thinspo ꒱ˎˊ-

Tag; #edtwt #thinspo #proana ❕ https://t.co/aW9sGCvtTo"
311,Ukiyo,"RT @sickjunkie: obsessed w this fit
#thinspo #edtwt #proana https://t.co/ufOhgepyp1"
312,yaren,"RT @countingcals4vr: some of my fav thinspo ♡ (short thinspo thread!) 

reach~ thinspo thinspo thread meanspo bonespo

tags~ #EDtwt #edtwt…"
313,Yoshiko/ Yohane,#edtwt #proana today will be my last binging no binging in 2022 and I will lose weight I WILL BE SKINNY I CAN DO IT PLEASE
314,Yoshiko/ Yohane,So I decided to re make my account because I got binging Ed and really need lose weight because I’m so over weight and look like fat spo and I needed a new name so my friends won’t find me anytips #proana #edtwt https://t.co/xRqHpAZR1n
315,•AmanXa•🇩🇪🇺🇸🇨🇳,"RT @skinnylove1200: that feeling of going to bed with an empty stomach &gt;&gt;&gt; 

#ed #edtwt #ricecaketwt #ana #proana #promia #thinspo #fatspo…"
316,beatrix,RT @N0_ca1z: literally #edtwt #proana https://t.co/QQ2WJdIy1N
317,tearyeyedbambi,"RT @relapsinggemini: I recovered for maybe a year, now going back to the only thing I've ever been good at, starving. Hello ana, thanks for…"
318,Ren,"RT @lixs_emowife: Thinspo thread of people eating!   🥐🍰🍪🧋🥡🍩
Like and rts appreciated! 
Tags ~ #meanspo #proana #thinspo #sweetspo #bonespo…"
319,Welcome,"RT @mizuki_kyaa: :
•
Feeling small💞✨🥺
•
•
•
•
•
•
•
•
•
#edtwt #ed #sweetspo #meanspo #sweetsp0 #meansp0 #thinspo #thinsp0 #proana #thinspo…"
320,Welcome,"RT @mizuki_kyaa: :
•
Look like a model💖✨
•
•
•
•
•
•
•
•
•
#edtwt #ed #sweetspo #meanspo #sweetsp0 #meansp0 #thinspo #thinsp0 #proana #thin…"
321,Welcome,"RT @mizuki_kyaa: Good morning💗🙃
•
How are u today?
•
•
•
•
•
•
#edtwt #ed #sweetspo #meanspo #sweetsp0 #meansp0 #thinspo #thinsp0 #proana #…"
322,Welcome,"RT @mizuki_kyaa: Waiting in the kitchen for my midnight snack to be done✨
#edtw #eatingdisorder #ed #proana #promia #bodycheck #collorbones…"
323,Welcome,"RT @mizuki_kyaa: I am my own legsp0💗✨
•
•
•
•
•
•
#edtwt #ed #sweetspo #meanspo #sweetsp0 #meansp0 #thinspo #thinsp0 #proana #thinspo #eati…"
324,cherry coco bomb,"RT @HooverMaxxy: Something that fat people need to know is, the body positive movement isnt about being fat, its about thing you cant contr…"
325,Wird Smith #AltWrite,@CountDankulaTV I'm now #proana (Pro Anarchy)
326,interbearnet,RT @PR0_Anorexia: Me everyday in front of the mirror... #anorexiaprobs #EDproblems #skinnyispretty #thinspiration #proana http://t.co/MdUrV…
327,not effy stonem,"RT @HUGS4DRUGS12: TW: ED⚠️⚠️ here’s a thread of low calorie foods #edtwt #proana #EDtwt 
•
•
•
• https://t.co/WSbDrfGyHL"
328,seaportwalks,"RT @dollhousethin: thinspo thread ❅ 
#edtwt #edtwtthread #proana #proanathread #thinspothread #thinspo #meanspo #meanspothread https://t.co…"
329,seaportwalks,RT @goremachines: i want a belly piercing so bad #thinspo #thighgap #skinny #proana #meanspo #edtwt #bonespo #ana https://t.co/HQSOYd6v0j
330,seaportwalks,RT @goremachines: this belt is so cool #thinspo #thighgap #skinny #proana #meanspo #edtwt #bonespo #ana https://t.co/TxLAbDINAK
331,Water ꐡ 🌸🦋,"RT @proanaslut: Black girl thinspo

THREAD 

#ed #proana #promia #othorexia #ana #edtwt  #thinspo #fatspo #meanspo #sweetspo #skinnyblackgi…"
332,another person,RT @goremachines: this belt is so cool #thinspo #thighgap #skinny #proana #meanspo #edtwt #bonespo #ana https://t.co/TxLAbDINAK
333,liz,somebody buy me these pjssssss #thinspo #thighgap #skinny #proana #meanspo #edtwt #bonespo #ana https://t.co/BPGnGPw6TO
334,con,"RT @SKlNNYDlOR: tips for fasting — an important thread! (plus 20 things to do while fasting)

#edtwt #proana 🕊✨ https://t.co/aEFxKUAGwP"
335,con,"RT @Sorry_Mum: 145 cal pizza or 130 without the veggies
#lowcal #edtwt #proana https://t.co/LDsFbOOnyS"
336,con,RT @violethatesuu: more th1nspo :) #ed #edtwitter #proana #anamia https://t.co/t4f3ECEEg1
337,con,RT @Tzuyu_cals: My diet for the holidays &lt;3 #diet #proana #skinny #thin https://t.co/VXLWHQljrV
338,T H I N sp0,"RT @jiwonspo: a thread of lazy / lying down / workouts you can do in bed w/ fitspo and thinspo ⋆ ˚｡⋆୨୧˚

[tagz: edtwt thread #edtwt fitspo…"
339,T H I N sp0,RT @daintyninaa: WORKOUTS THAT BURN 2000 CALORIES: (thank me later😌✨) #meanspo #ana #skinny #tw #proana (not pro) #thinspo #edtwt  #abwtbs…
340,luv ִֶָ,"RT @skinnyreverie: January Calorie Trackers - S4nri0 themed!
Retweets appreciated &lt;3

These took me a while to work on but I think they tur…"
341,sam| edtwt,"RT @FuckerKuromi: making a no limits ed gc

- gore/sh of all kinds allowed
- any age allowed
- must be toxic asf
- hard ed twt only
- u can…"
342,ਏ xux ਓ,RT @minsthinspo: tags: #thinspo #armspo #legso #edtwt #proana https://t.co/zkMfPTDRZ2
343,ro ♡,RT @minsthinspo: tags: #thinspo #armspo #legso #edtwt #proana https://t.co/zkMfPTDRZ2
344,khair🍊,RT @Skinnybitch444: Going on a forever fast thanks Kendall Jenner #thinspo #fatspo #proana #proanatwt #edtwt #eatingdisordertwitter #kendal…
345,khair🍊,"RT @SLAGOREXIC: kendall jenner is so thin she actually inspires me

#thinspo #edtwt #proanatwt #proana #eatingdisorder #bonespo #thinsp0 #b…"
346,khair🍊,"RT @f3ndicals: Kendall Jenner thinspo x
#thinspo #proana #meanspo https://t.co/3vRUyinLCc"
347,fatphobe,"Black girl thinspo

THREAD 

#ed #proana #promia #othorexia #ana #edtwt  #thinspo #fatspo #meanspo #sweetspo #skinnyblackgirls #blackthinspo #edtwtdiet #edtwtthread #deathspo #bonespo"
348,rin,"RT @sieunkgs: rt/reply to be in a kpop trainee gc

- weekly evaluations
- daily check ins 
- no binging ❌
- 3 month long journey

be traine…"
349,CA,Ultimate Goals ❤️ #anorexia #ana #proana #edtwt #thinspo https://t.co/Z1fsaL2GI6
350,khair🍊,RT @caffeinatedana: #proana #skins ok but can we talk about the original thinspo queen effy stonem ??? https://t.co/oBhTQi6Phx
351,em,RT @minsthinspo: tags: #thinspo #armspo #legso #edtwt #proana #bonespo https://t.co/0594G6SzWk
352,em,RT @thindollwannabe: she is so skinny ❤ #thinspo #proana #anorexia #edtwt https://t.co/hiLgkliRde
353,🍣🌟🫐🍓,"January calorie restricting plan:
(beginner/ intermediate level)

#proana #edtwt #edtwtdiet #thinspo #bonespo https://t.co/91CSxrSNRb"
354,cidey cider,RT @Iverlyn55: thinking about her&lt;3 #Ariana #ArianaGrande #edtwt #EdTwitter #edtwtthread #proana #proanatwt #bodycheck #thinspo #thinsp0 ht…
355,Ana Winter,I isn't size zero because ugh bikinis #proana
356,em,RT @minsthinspo: tags: #thinspo #armspo #legso #edtwt #proana #bonespo https://t.co/pdL448jL6w
357,Error404,"#edtwt #proana #thinspo #malesop
That moment when your mum comments on how you lost weight and she's proud and you know that's gonna fuel you to eat even less."
358,ria,"RT @prettywomansz: the things i’d do to have this body

//#edtwt #proana #thinspo https://t.co/gSOMbnzNHS"
359,Angel,"RT @jackkkk671: ♡ ·˚
TW❕thinspo ꒱ˎˊ-

Tag; #edtwt #thinspo #proana ❕ https://t.co/aW9sGCvtTo"
360,fernanda,RT @daintyninaa: WORKOUTS THAT BURN 2000 CALORIES: (thank me later😌✨) #meanspo #ana #skinny #tw #proana (not pro) #thinspo #edtwt  #abwtbs…
361,Max,"Thats it for now, i might add more later. 
Tags; #proana #edtwt #thinspo #egospo @promia"
362,Max,"Something that fat people need to know is, the body positive movement isnt about being fat, its about thing you cant control, like disabilities, acne, ect. Not about fat people.
#thinspo #fatspo #proana #grosspo #fitspo"
